Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected
P9649,F816,United,LAX,JFK,09/05/2024 21:10,203,On-time,1526,395.28,41,Male,Medium,Emergency,Economy,0,None,Desk,7.8,2,12,0,0,Aisle
P9650,F182,American Airlines,DFW,DEN,20/07/2024 6:00,111,On-time,1056,207.6,57,Female,Low,Emergency,Premium Economy,1,Gold,Desk,6.8,16,93,0,0,Window
P9651,F822,American Airlines,DFW,JFK,19/08/2023 5:20,202,On-time,1202,279.99,74,Female,Medium,Leisure,Premium Economy,2,Silver,Mobile App,6,4,63,0,0,Aisle
P9652,F363,United,SFO,ORD,26/12/2023 18:35,242,On-time,1105,372.04,51,Female,Low,Leisure,First,1,Gold,Mobile App,4.5,16,69,0,0,Aisle
P9653,F649,Delta,DEN,ORD,13/04/2024 3:17,76,On-time,715,343.4,63,Female,Low,Leisure,Economy,2,None,Mobile App,6.1,27,108,0,0,Window
P9654,F1401,Delta,JFK,LAX,20/12/2024 15:30,159,On-time,457,390.1,77,Male,High,Business,Premium Economy,0,Silver,Online,10,8,45,0,1,Window
P9655,F583,American Airlines,SEA,SEA,07/03/2024 19:05,38,On-time,1347,230.75,18,Female,Medium,Leisure,Economy,1,Gold,Mobile App,4.9,6,15,0,0,Middle
P9656,F104,Delta,JFK,LAX,24/07/2023 11:51,221,On-time,1054,272.18,59,Male,Medium,Leisure,Economy,1,Silver,Airport Kiosk,7.9,4,24,0,0,Window
P9657,F1441,American Airlines,DFW,LAX,18/02/2025 4:06,264,On-time,1522,431.03,57,Female,Medium,Business,Business,0,Silver,Desk,6.5,0,84,0,0,Aisle
P9658,F1594,JetBlue,ORD,ORD,04/09/2023 15:21,212,Delayed,689,380.09,48,Female,Medium,Business,Economy,2,Platinum,Mobile App,9.4,6,100,1,0,Aisle
P9659,F1323,American Airlines,LAX,SEA,30/05/2023 16:35,115,On-time,1061,351.75,60,Female,Medium,Family,Economy,1,Gold,Online,7.5,26,71,0,0,Middle
P9660,F1106,United,LAX,DFW,19/03/2025 14:08,214,On-time,1067,225.11,61,Male,Medium,Emergency,Business,0,None,Online,7.2,16,89,0,0,Middle
P9661,F245,JetBlue,DFW,ATL,13/12/2024 15:43,147,On-time,1269,198.49,62,Female,Medium,Leisure,Economy,0,Silver,Online,9,1,96,0,0,Middle
P9662,F450,United,DEN,ATL,07/07/2023 11:32,278,On-time,330,391.7,40,Female,Low,Leisure,Economy,2,Silver,Airport Kiosk,5.4,19,11,0,0,Aisle
P9663,F1909,JetBlue,JFK,ATL,21/05/2023 10:17,205,On-time,1223,381.81,75,Male,Medium,Family,Business,0,Silver,Airport Kiosk,7,1,74,0,0,Window
P9664,F1325,Delta,LAX,DFW,27/12/2023 13:21,302,On-time,1573,327.62,72,Female,Low,Family,Economy,1,None,Airport Kiosk,6.1,9,102,0,0,Middle
P9665,F955,American Airlines,ORD,JFK,27/07/2023 10:21,189,On-time,1258,510.04,74,Male,High,Leisure,First,1,Gold,Online,5.7,8,55,0,0,Middle
P9666,F910,JetBlue,LAX,SEA,02/02/2024 5:56,298,On-time,1605,423.36,36,Male,Medium,Leisure,Economy,1,None,Airport Kiosk,4.5,9,30,0,0,Window
P9667,F1879,American Airlines,JFK,LAX,02/09/2023 13:41,71,On-time,866,184.69,39,Male,Medium,Leisure,Premium Economy,1,None,Online,7.5,35,75,0,0,Window
P9668,F1192,JetBlue,SFO,DEN,04/09/2024 22:47,187,On-time,1371,210.7,70,Male,High,Business,Economy,1,None,Desk,6.4,3,25,0,0,Window
P9669,F1577,United,ATL,DEN,17/02/2025 12:51,163,On-time,1116,299.92,70,Male,Low,Business,Economy,1,Gold,Online,6.1,19,119,1,0,Aisle
P9670,F1708,Delta,LAX,DFW,23/10/2024 22:00,255,On-time,1235,362.91,63,Male,Medium,Business,Business,1,None,Desk,4.1,6,12,0,0,Middle
P9671,F1763,Southwest,SFO,JFK,31/05/2024 20:59,285,Delayed,1307,575.02,25,Male,Medium,Leisure,Premium Economy,1,None,Airport Kiosk,9.7,2,22,0,0,Middle
P9672,F131,Delta,LAX,ORD,05/01/2025 20:16,206,On-time,1152,378.27,46,Female,Medium,Business,Economy,2,Platinum,Desk,7.4,10,108,0,0,Aisle
P9673,F1022,United,ATL,SFO,14/11/2024 11:14,158,On-time,917,482.8,30,Male,High,Emergency,Economy,1,Gold,Online,7.4,6,62,0,0,Aisle
P9674,F1708,JetBlue,ORD,SEA,20/01/2024 10:56,207,On-time,1316,222.23,33,Male,Medium,Family,Business,0,Silver,Airport Kiosk,6.4,4,66,0,0,Aisle
P9675,F130,Delta,ORD,ORD,11/10/2023 2:04,106,Delayed,1042,266.38,20,Male,Medium,Emergency,Economy,0,None,Online,7,4,58,0,0,Middle
P9676,F1590,JetBlue,SFO,SFO,29/02/2024 4:14,106,Delayed,1392,375.8,67,Male,High,Business,Economy,0,Silver,Mobile App,5.5,12,18,0,1,Aisle
P9677,F219,United,JFK,LAX,02/04/2025 5:10,177,On-time,1493,379.16,19,Male,High,Family,Premium Economy,0,Silver,Airport Kiosk,8.6,0,87,0,0,Middle
P9678,F1455,Delta,SFO,DFW,24/10/2023 2:47,208,On-time,808,415.04,22,Male,Medium,Family,Economy,0,None,Airport Kiosk,7.1,5,83,1,0,Window
P9679,F665,United,JFK,SEA,24/12/2023 9:05,92,Delayed,1687,221.84,64,Male,Low,Emergency,Business,0,None,Desk,8.4,2,20,0,0,Middle
P9680,F1644,JetBlue,DFW,ORD,08/11/2024 16:19,240,On-time,660,444.54,18,Male,Medium,Family,Business,1,None,Airport Kiosk,5.5,14,63,0,0,Window
P9681,F1194,Southwest,ATL,LAX,16/05/2023 0:23,95,On-time,959,357.77,43,Male,Low,Emergency,Economy,0,None,Online,7.7,1,72,0,0,Middle
P9682,F1721,Delta,DFW,LAX,06/02/2025 9:01,187,On-time,1012,286.55,66,Female,High,Leisure,Premium Economy,1,None,Mobile App,6.8,7,62,0,1,Middle
P9683,F607,American Airlines,DEN,SEA,23/09/2024 21:56,205,Delayed,1277,217.41,23,Female,Medium,Leisure,Business,1,Gold,Online,8.1,56,107,0,0,Aisle
P9684,F1665,Delta,ORD,ORD,23/12/2024 2:56,199,On-time,1792,453.39,58,Female,Medium,Emergency,Economy,0,Gold,Mobile App,6.5,5,50,0,1,Window
P9685,F1897,American Airlines,SFO,DEN,08/09/2023 21:52,58,On-time,1027,356.39,30,Male,Low,Emergency,Economy,1,None,Mobile App,7.5,2,18,0,0,Middle
P9686,F308,American Airlines,ORD,DFW,15/11/2024 19:10,244,Cancelled,1786,663.71,50,Female,Medium,Leisure,Economy,0,Platinum,Airport Kiosk,8.7,6,17,1,0,Aisle
P9687,F1791,American Airlines,JFK,JFK,22/03/2025 23:53,202,On-time,1387,242.83,71,Male,Low,Leisure,Economy,1,None,Online,7.6,4,34,0,1,Aisle
P9688,F1427,American Airlines,ORD,LAX,02/10/2024 8:20,187,Delayed,1241,309.5,40,Female,Medium,Emergency,Premium Economy,1,Silver,Online,8.2,26,29,0,0,Middle
P9689,F183,United,SEA,LAX,21/12/2023 16:22,137,On-time,1332,167.74,42,Male,Low,Leisure,First,0,Platinum,Desk,8,2,32,0,0,Aisle
P9690,F1497,Delta,SFO,SFO,15/07/2023 7:30,116,On-time,1463,412.85,76,Male,Medium,Leisure,Business,0,None,Mobile App,6.5,2,36,0,0,Aisle
P9691,F1580,Delta,LAX,LAX,27/07/2023 5:39,226,Delayed,1585,420.94,76,Female,Medium,Business,Economy,2,None,Desk,5.6,2,9,0,1,Window
P9692,F179,American Airlines,JFK,ATL,15/06/2024 10:21,132,On-time,1314,489.55,42,Male,Low,Family,Premium Economy,2,None,Airport Kiosk,8.5,3,110,0,1,Aisle
P9693,F1966,American Airlines,ATL,SFO,22/10/2024 12:01,86,On-time,875,302.05,29,Female,High,Family,Economy,1,Platinum,Online,6.9,1,88,0,0,Middle
P9694,F1809,United,ORD,JFK,11/04/2025 12:47,181,On-time,826,491.3,29,Female,Low,Leisure,Premium Economy,1,Silver,Airport Kiosk,5.9,4,19,1,0,Aisle
P9695,F22,JetBlue,ORD,JFK,22/12/2023 2:47,252,On-time,1164,264.13,69,Female,Medium,Leisure,Economy,0,None,Mobile App,5.1,32,44,0,1,Middle
P9696,F1805,American Airlines,DFW,DFW,23/11/2023 21:20,206,Delayed,1027,307.35,48,Male,High,Leisure,Business,1,None,Mobile App,4.8,10,97,0,0,Aisle
P9697,F1949,United,DEN,ORD,21/07/2024 16:57,241,On-time,726,486.59,21,Male,Low,Family,Economy,0,Silver,Desk,6.1,2,106,0,0,Aisle
P9698,F1539,Delta,LAX,DFW,10/07/2023 18:52,262,On-time,1167,611.98,60,Male,Medium,Leisure,Economy,4,None,Mobile App,4.1,6,92,0,0,Middle
P9699,F593,United,JFK,LAX,02/03/2025 12:08,180,Cancelled,1255,313.44,69,Male,Medium,Emergency,Premium Economy,0,None,Mobile App,8.9,29,84,0,0,Middle
P9700,F1567,United,LAX,SEA,24/10/2023 12:38,152,On-time,866,304.63,37,Male,Low,Business,Economy,1,Gold,Airport Kiosk,7.9,5,103,1,0,Window
P9701,F980,American Airlines,ORD,SEA,15/10/2023 1:54,170,Cancelled,928,422.47,76,Male,High,Emergency,Economy,0,Platinum,Online,6.7,1,8,0,0,Window
P9702,F585,JetBlue,DEN,DEN,03/12/2024 21:31,134,On-time,850,429.76,65,Female,Medium,Business,Economy,3,Silver,Desk,6.5,2,105,0,0,Window
P9703,F1106,Southwest,SEA,JFK,28/02/2025 21:07,191,On-time,1433,423.71,64,Male,High,Business,Economy,1,None,Mobile App,8.5,1,86,0,0,Middle
P9704,F814,JetBlue,DEN,SEA,15/05/2023 15:45,132,Delayed,1512,398.15,47,Male,Medium,Emergency,Economy,1,None,Online,5.6,7,75,0,0,Window
P9705,F607,JetBlue,ORD,DEN,08/07/2024 7:45,212,On-time,1394,322.23,38,Male,Medium,Emergency,Economy,1,None,Online,8.3,1,25,0,0,Window
P9706,F1158,United,ORD,JFK,27/08/2023 22:20,132,On-time,1381,444.71,63,Male,High,Leisure,Premium Economy,0,Silver,Desk,5,9,103,0,0,Aisle
P9707,F1776,JetBlue,ORD,DEN,14/07/2023 5:54,157,On-time,1312,414.01,76,Male,Medium,Leisure,Premium Economy,0,None,Online,6.2,11,13,0,0,Window
P9708,F1095,Delta,DEN,ORD,16/06/2023 7:04,162,On-time,872,534.04,46,Male,Medium,Business,Economy,1,None,Airport Kiosk,5.2,28,13,0,0,Aisle
P9709,F949,American Airlines,SEA,DFW,05/09/2023 12:49,140,On-time,1635,413.48,36,Male,High,Emergency,Economy,3,Silver,Mobile App,5.4,4,64,0,0,Aisle
P9710,F40,Southwest,ORD,SEA,09/01/2024 8:19,76,On-time,1350,337.53,43,Male,Medium,Family,Economy,1,None,Desk,4.1,3,66,0,0,Window
P9711,F1994,United,SFO,SFO,08/02/2025 0:04,73,On-time,1796,387.59,72,Female,Medium,Business,Economy,0,Gold,Desk,10,5,14,0,0,Window
P9712,F1626,American Airlines,DFW,ATL,03/11/2023 2:43,192,On-time,1143,356.12,76,Female,Medium,Business,Economy,1,None,Online,6.2,5,52,0,1,Middle
P9713,F79,United,SFO,SEA,16/06/2023 15:51,155,On-time,1305,377.38,36,Male,High,Business,Economy,1,None,Mobile App,5.9,9,58,0,0,Aisle
P9714,F1694,United,DFW,LAX,01/03/2025 21:29,254,On-time,1107,348.21,34,Female,Medium,Business,Economy,0,None,Desk,9,9,94,0,0,Aisle
P9715,F1919,Delta,SEA,DEN,25/10/2024 21:04,151,On-time,1394,429.38,59,Male,Medium,Leisure,Economy,1,Gold,Airport Kiosk,7.4,1,67,0,0,Window
P9716,F1355,Delta,SFO,SFO,25/12/2024 23:54,204,Delayed,1063,195.15,73,Female,Low,Family,Economy,1,None,Airport Kiosk,8,3,38,0,0,Window
P9717,F367,American Airlines,ORD,ORD,08/11/2023 2:19,179,On-time,988,402.79,20,Male,Low,Family,Economy,0,Platinum,Desk,5.6,23,28,0,0,Aisle
P9718,F288,Delta,JFK,ATL,29/05/2024 1:54,145,On-time,1549,166.77,46,Male,Medium,Family,Economy,2,Platinum,Airport Kiosk,7.6,22,30,0,0,Aisle
P9719,F1411,Delta,ORD,SFO,30/04/2023 20:51,32,On-time,1419,216.39,55,Male,Medium,Emergency,Premium Economy,0,None,Mobile App,9.2,13,49,0,0,Aisle
P9720,F630,Delta,SEA,ATL,12/04/2024 11:59,145,On-time,1079,295.42,44,Male,High,Family,Economy,2,Silver,Desk,6.4,6,95,0,0,Aisle
P9721,F1672,American Airlines,ATL,ORD,20/03/2025 7:00,141,On-time,1653,489.8,72,Female,Medium,Family,Economy,3,Silver,Desk,8.5,4,52,0,1,Window
P9722,F1145,United,JFK,DFW,10/11/2024 1:52,109,On-time,1120,376.05,32,Female,Medium,Leisure,Economy,1,None,Mobile App,3.9,2,63,0,0,Aisle
P9723,F1575,Delta,DFW,LAX,16/05/2023 12:19,186,On-time,1129,300.87,61,Male,Medium,Business,Premium Economy,2,Silver,Desk,5.7,7,17,0,0,Middle
P9724,F428,Delta,DEN,ORD,01/12/2024 14:31,323,On-time,733,436.31,65,Female,High,Leisure,Premium Economy,0,None,Online,8.7,10,33,0,0,Window
P9725,F1,United,DFW,JFK,21/01/2025 19:06,116,On-time,886,499.54,58,Male,Medium,Leisure,Premium Economy,0,None,Desk,6.9,6,7,0,0,Window
P9726,F1760,JetBlue,DEN,DFW,18/08/2023 14:54,153,On-time,1417,383.01,56,Female,Medium,Business,Economy,1,None,Online,7.7,2,28,1,0,Middle
P9727,F357,JetBlue,ATL,DFW,06/01/2024 18:19,241,On-time,1325,372.53,20,Male,Low,Leisure,Premium Economy,1,Gold,Airport Kiosk,6.5,2,29,0,0,Aisle
P9728,F251,American Airlines,ATL,JFK,21/10/2023 14:07,66,Delayed,1021,351.18,22,Male,Low,Family,Economy,0,Gold,Desk,5.7,12,96,0,0,Middle
P9729,F1712,United,DEN,JFK,12/06/2024 10:39,247,On-time,1085,168.56,67,Female,Medium,Business,Economy,3,Silver,Desk,6.7,8,59,0,0,Middle
P9730,F1550,JetBlue,ORD,JFK,23/01/2024 19:41,235,On-time,1391,442.89,44,Male,Low,Business,Economy,1,None,Online,9.2,1,26,0,0,Aisle
P9731,F1700,Delta,DFW,ATL,21/05/2024 13:34,187,On-time,1182,372.43,67,Female,Low,Business,Economy,0,Silver,Mobile App,8.1,13,34,0,0,Window
P9732,F1186,JetBlue,ORD,DFW,06/10/2024 1:10,184,On-time,1126,163.53,27,Male,Low,Leisure,Premium Economy,0,None,Airport Kiosk,6.7,1,26,0,0,Aisle
P9733,F163,United,DEN,LAX,19/12/2024 15:48,287,On-time,1194,400.19,43,Male,Low,Business,Economy,2,Silver,Desk,10,19,35,0,1,Window
P9734,F137,United,LAX,LAX,13/09/2023 1:55,211,On-time,1571,95.38,38,Male,Low,Leisure,Premium Economy,1,Gold,Mobile App,7.2,5,33,0,0,Aisle
P9735,F741,United,DEN,DEN,03/03/2024 21:15,236,Delayed,1407,453.13,42,Female,Medium,Emergency,Economy,0,None,Mobile App,7.7,0,55,0,0,Middle
P9736,F1440,American Airlines,ORD,LAX,15/10/2024 23:02,83,Delayed,1520,502.77,24,Female,Low,Family,Economy,1,Silver,Airport Kiosk,6.7,20,115,0,0,Window
P9737,F866,Delta,SFO,LAX,11/12/2024 9:22,187,On-time,1008,376.89,64,Female,Medium,Emergency,Economy,0,Silver,Online,7.2,1,24,0,0,Middle
P9738,F663,American Airlines,ORD,SFO,20/02/2025 2:43,215,On-time,1289,182.99,24,Male,Low,Leisure,Economy,1,Silver,Online,7.3,3,36,1,0,Aisle
P9739,F1589,JetBlue,DFW,ATL,02/03/2025 3:43,282,Delayed,1117,406.75,65,Female,Medium,Leisure,Economy,0,Platinum,Online,7.9,8,79,0,0,Window
P9740,F1681,Delta,LAX,DFW,02/11/2024 17:36,201,On-time,1036,332.09,73,Male,Low,Family,Economy,0,None,Online,5.9,3,26,0,0,Window
P9741,F317,Southwest,SEA,ORD,16/12/2023 2:48,88,On-time,1724,448.59,60,Male,Medium,Business,Economy,0,Gold,Airport Kiosk,8.3,6,106,0,0,Window
P9742,F664,JetBlue,SFO,ORD,15/12/2023 7:21,283,On-time,1897,280.07,57,Female,Low,Business,Economy,0,Platinum,Desk,9.4,17,30,0,0,Middle
P9743,F1958,United,SFO,JFK,01/10/2023 13:03,140,On-time,464,517.01,21,Female,Low,Emergency,Premium Economy,1,Silver,Airport Kiosk,7.7,18,110,0,0,Aisle
P9744,F433,Southwest,DEN,DEN,21/05/2023 15:16,124,On-time,1185,454.74,46,Female,Medium,Family,Economy,1,None,Airport Kiosk,7.2,4,23,0,0,Aisle
P9745,F437,American Airlines,LAX,DEN,01/01/2025 21:30,55,On-time,1481,66.48,69,Female,Medium,Family,Business,1,Silver,Desk,7.9,3,52,0,0,Window
P9746,F455,United,SEA,DEN,25/11/2024 7:07,203,On-time,1513,392.67,78,Male,Low,Leisure,Business,0,None,Desk,8.5,1,99,0,0,Aisle
P9747,F575,United,ATL,JFK,27/07/2023 17:26,242,On-time,746,381.92,70,Male,Low,Business,Economy,3,Gold,Online,7.1,21,51,0,0,Middle
P9748,F1523,United,ORD,ATL,21/07/2024 12:43,132,On-time,1369,442.85,38,Female,Medium,Family,Economy,1,Silver,Online,9.2,2,2,0,0,Aisle
P9749,F1933,American Airlines,ORD,ORD,10/07/2023 7:38,178,Delayed,780,431.72,31,Male,Medium,Family,Premium Economy,1,None,Desk,9,36,111,0,1,Middle
P9750,F1588,American Airlines,DFW,SEA,26/12/2024 18:24,174,On-time,439,335.65,22,Female,Medium,Emergency,Premium Economy,2,None,Desk,7.7,1,68,0,0,Window
P9751,F468,JetBlue,DEN,ORD,19/09/2023 23:49,234,On-time,1398,405.46,76,Female,Medium,Leisure,Premium Economy,1,None,Airport Kiosk,5.9,25,37,0,0,Window
P9752,F1677,Delta,SFO,LAX,27/01/2025 16:30,184,On-time,1107,334.37,70,Female,Medium,Emergency,First,0,Gold,Airport Kiosk,9.6,7,100,0,0,Aisle
P9753,F858,Southwest,LAX,JFK,16/02/2024 10:48,204,On-time,1641,465.02,79,Female,Medium,Emergency,Economy,1,None,Airport Kiosk,10,7,112,0,0,Middle
P9754,F1811,Delta,LAX,SEA,26/04/2024 0:01,249,On-time,1228,289.57,36,Male,High,Emergency,Economy,3,Gold,Mobile App,7.8,25,81,0,0,Window
P9755,F170,Delta,SFO,DFW,16/09/2023 17:35,220,On-time,1248,390.89,74,Male,Medium,Business,Business,1,None,Mobile App,7.5,20,42,0,0,Window
P9756,F1989,JetBlue,SEA,LAX,17/07/2024 11:37,121,Delayed,1705,384,32,Male,High,Family,Premium Economy,0,None,Mobile App,5.9,10,63,0,1,Aisle
P9757,F1726,United,DFW,ATL,08/05/2024 2:49,200,On-time,933,414.16,27,Female,Medium,Emergency,Economy,0,Silver,Desk,7.4,8,16,0,0,Middle
P9758,F110,American Airlines,JFK,JFK,17/11/2024 16:22,206,On-time,1620,430.53,69,Male,High,Business,Economy,1,None,Airport Kiosk,6.2,17,39,0,0,Aisle
P9759,F1148,American Airlines,LAX,ATL,09/08/2024 20:45,169,On-time,1354,309.45,46,Male,Medium,Emergency,First,1,None,Airport Kiosk,10,7,35,0,0,Middle
P9760,F337,United,ATL,ORD,31/01/2024 19:37,190,Delayed,1283,444.77,34,Male,Low,Family,Economy,1,Gold,Mobile App,6.8,5,19,0,1,Aisle
P9761,F786,Southwest,LAX,SEA,16/07/2024 22:59,88,On-time,1820,116.63,20,Male,Low,Business,Economy,4,None,Desk,6.5,4,118,0,0,Middle
P9762,F1786,Delta,DFW,DEN,27/10/2023 19:54,105,On-time,1351,355.01,62,Male,Medium,Leisure,Economy,1,Silver,Mobile App,9.2,2,10,0,0,Aisle
P9763,F99,American Airlines,DEN,SFO,14/09/2023 23:15,81,On-time,1116,233.96,38,Male,Low,Emergency,Economy,1,Silver,Online,6.5,57,94,0,0,Window
P9764,F87,Delta,JFK,DEN,09/06/2023 15:07,177,On-time,1360,296.36,22,Male,High,Emergency,Premium Economy,1,Gold,Mobile App,3.4,12,110,0,0,Middle
P9765,F1427,United,SEA,DFW,24/10/2024 10:47,195,Delayed,1055,384.66,22,Male,Medium,Business,Economy,1,None,Online,7.9,9,73,0,0,Middle
P9766,F1953,Delta,ORD,DFW,10/03/2025 4:12,111,On-time,1262,489.82,43,Male,Medium,Family,Business,1,Gold,Desk,7.6,14,66,0,0,Aisle
P9767,F821,Delta,DEN,DFW,06/08/2024 6:00,125,On-time,1101,106.14,52,Female,Low,Emergency,Economy,0,Silver,Airport Kiosk,6.8,9,74,0,0,Window
P9768,F1230,Southwest,SEA,JFK,05/01/2024 21:21,191,On-time,816,350.73,72,Male,Low,Business,Economy,0,None,Mobile App,5,3,69,0,0,Middle
P9769,F1418,Southwest,ORD,DEN,24/01/2024 2:09,142,On-time,1327,427.61,62,Male,Medium,Business,Economy,1,None,Desk,7.5,2,61,0,1,Window
P9770,F652,JetBlue,DFW,ORD,22/10/2024 3:14,196,On-time,988,306.66,22,Female,Medium,Leisure,Economy,0,None,Mobile App,7.5,6,94,0,0,Middle
P9771,F297,United,DFW,ATL,26/09/2024 7:28,182,Cancelled,1891,388.45,68,Female,High,Business,Business,1,Silver,Mobile App,7.9,7,51,0,0,Middle
P9772,F1,Southwest,LAX,SEA,03/10/2023 9:56,184,On-time,1464,376.54,36,Male,Medium,Business,Economy,2,None,Online,9.1,6,109,0,0,Window
P9773,F1968,Southwest,JFK,DFW,10/06/2023 10:47,138,On-time,1341,491.33,49,Female,Medium,Business,Business,1,Platinum,Online,5.4,2,111,0,0,Aisle
P9774,F857,Delta,DEN,DEN,16/10/2023 1:50,187,Delayed,1562,294.31,23,Female,Medium,Family,Economy,0,Gold,Airport Kiosk,5.4,3,52,0,0,Aisle
P9775,F1837,JetBlue,SEA,DEN,26/11/2023 4:00,190,On-time,954,334.92,64,Male,Low,Emergency,Economy,1,Silver,Airport Kiosk,8.2,8,52,0,0,Middle
P9776,F703,American Airlines,JFK,SEA,27/08/2023 11:43,180,Delayed,1393,144.31,75,Male,Medium,Emergency,Economy,1,None,Desk,6.2,10,109,0,0,Aisle
P9777,F1065,American Airlines,SEA,DEN,03/06/2024 19:57,188,On-time,1128,453.65,61,Female,Low,Family,Economy,1,None,Online,5.5,27,66,0,1,Window
P9778,F1545,Southwest,LAX,SFO,18/07/2024 21:11,87,On-time,1308,403.57,64,Female,Low,Business,Economy,0,None,Desk,5,5,42,1,0,Middle
P9779,F1625,American Airlines,SEA,SFO,20/10/2023 23:03,140,On-time,1412,481.16,77,Male,Low,Family,Economy,0,None,Airport Kiosk,7.3,3,105,1,0,Aisle
P9780,F240,Delta,JFK,JFK,11/11/2024 16:55,181,On-time,1313,170.03,46,Male,Low,Emergency,Premium Economy,1,None,Airport Kiosk,9.7,4,66,0,0,Window
P9781,F983,Delta,ORD,SFO,07/01/2024 13:37,145,On-time,1104,431.85,46,Male,Medium,Business,Economy,2,None,Desk,5.8,17,61,0,0,Aisle
P9782,F1484,United,LAX,ORD,28/01/2024 12:39,185,On-time,1486,451.96,66,Male,Low,Family,Premium Economy,0,None,Mobile App,7.6,11,12,0,0,Middle
P9783,F992,Delta,DEN,DEN,06/06/2023 21:07,207,On-time,1199,381.6,31,Female,Low,Family,Business,2,None,Desk,10,5,2,0,0,Middle
P9784,F887,Southwest,ORD,SFO,16/12/2023 21:33,259,On-time,1151,327.92,19,Female,Low,Business,Business,0,Gold,Mobile App,6.5,6,68,1,1,Middle
P9785,F1537,Southwest,DEN,SFO,19/03/2025 17:44,139,On-time,1226,308.05,43,Female,Medium,Family,Economy,1,Platinum,Desk,9.1,18,57,0,0,Window
P9786,F993,United,DEN,JFK,30/12/2024 7:40,285,On-time,452,267.3,19,Male,Medium,Emergency,Premium Economy,3,Silver,Desk,7.1,7,7,0,0,Window
P9787,F1350,American Airlines,SEA,ATL,15/11/2023 13:19,147,Delayed,946,247.63,19,Female,Low,Emergency,Economy,0,Gold,Airport Kiosk,5.4,0,115,0,0,Window
P9788,F1812,Southwest,ATL,DFW,18/02/2025 9:28,254,Delayed,600,214.17,38,Male,Medium,Leisure,Economy,2,None,Mobile App,8,52,63,0,0,Middle
P9789,F1588,United,LAX,ATL,07/12/2023 1:32,218,On-time,1530,326.25,74,Female,High,Business,Economy,2,Silver,Online,9.4,1,18,0,0,Middle
P9790,F208,Delta,DFW,ATL,27/10/2024 11:33,110,On-time,1166,423.72,40,Female,High,Emergency,Economy,0,None,Online,7.6,16,51,0,0,Window
P9791,F1264,Delta,JFK,LAX,16/02/2025 11:20,208,On-time,1322,303.98,68,Female,Medium,Family,Economy,1,None,Online,9.1,0,79,0,0,Middle
P9792,F1492,American Airlines,SFO,LAX,16/05/2023 5:38,142,On-time,1874,349.35,42,Male,Low,Emergency,Economy,2,None,Mobile App,7.6,21,6,0,0,Aisle
P9793,F1103,Delta,ATL,DFW,27/10/2023 20:47,201,On-time,801,424.21,41,Male,Medium,Business,Economy,1,Silver,Airport Kiosk,6.6,3,18,0,1,Window
P9794,F1314,American Airlines,DFW,DEN,28/10/2024 21:07,307,On-time,1507,321.27,59,Female,Medium,Business,Business,0,Gold,Online,7.5,10,10,0,0,Window
P9795,F182,American Airlines,JFK,JFK,31/03/2024 17:47,177,Delayed,1150,379.2,50,Female,Medium,Emergency,Premium Economy,0,None,Mobile App,9,2,89,0,0,Middle
P9796,F907,American Airlines,SFO,DEN,26/01/2024 17:52,213,On-time,1329,344.02,37,Male,Medium,Emergency,Economy,1,Silver,Mobile App,7.2,5,118,0,0,Aisle
P9797,F1978,United,SFO,SFO,22/08/2023 23:37,173,On-time,674,178.51,46,Female,High,Business,Premium Economy,3,Platinum,Online,7.6,16,77,0,0,Aisle
P9798,F660,Southwest,DEN,ATL,26/06/2024 6:42,240,On-time,1204,320.2,61,Female,Medium,Family,Economy,1,None,Mobile App,7.1,1,1,0,0,Aisle
P9799,F728,JetBlue,JFK,SFO,10/01/2025 12:45,79,On-time,1225,335.41,71,Female,High,Emergency,Premium Economy,0,None,Online,4.4,32,50,0,0,Window
P9800,F141,Southwest,ATL,JFK,06/02/2024 10:03,183,On-time,991,339.7,25,Female,Low,Leisure,Economy,1,Silver,Airport Kiosk,6.7,3,30,0,0,Aisle
P9801,F1397,Southwest,JFK,JFK,17/07/2024 4:09,140,On-time,984,248.78,63,Male,Medium,Business,Economy,1,Gold,Online,4.3,3,97,0,0,Middle
P9802,F1598,Delta,JFK,SEA,05/07/2024 14:52,173,On-time,995,389.63,48,Male,Low,Family,Business,0,Gold,Online,8.7,4,62,0,0,Aisle
P9803,F1907,American Airlines,SEA,ATL,06/08/2023 12:45,193,Delayed,1002,294.37,75,Male,High,Family,Business,1,None,Desk,7.3,2,105,0,0,Window
P9804,F877,Southwest,DFW,SEA,24/05/2024 0:49,147,Cancelled,1696,199.02,58,Female,Medium,Emergency,Premium Economy,1,None,Mobile App,8.8,16,49,0,0,Window
P9805,F1738,Delta,DEN,ORD,10/12/2023 23:18,248,On-time,1288,306.04,28,Male,Medium,Emergency,Premium Economy,2,Gold,Online,7.5,1,47,0,1,Middle
P9806,F129,United,DFW,LAX,16/10/2024 17:23,179,On-time,1335,409.05,60,Female,Low,Emergency,Economy,1,None,Airport Kiosk,8.1,4,106,0,0,Window
