Passenger_ID,Flight_ID,Price_USD,Travel_Purpose,Seat_Class,Bags_Checked,Check_in_Method,Seat_Selected,Booking_Days_In_Advance,No_Show
P7696,F494,323.47,Emergency,Economy,0,Online,Middle,29,0
P7697,F869,279.64,Emergency,Business,3,Mobile App,Window,76,0
P7698,F1173,232.44,Emergency,Business,1,Desk,Middle,26,0
P7699,F1205,255.61,Emergency,Business,2,Desk,Middle,11,0
P7700,F1622,155.06,Leisure,Economy,0,Desk,Aisle,117,0
P7701,F249,312.87,Leisure,Premium Economy,2,Desk,Window,92,0
P7702,F1341,295.7,Leisure,Business,1,Online,Aisle,66,0
P7703,F550,600.18,Leisure,Economy,0,Airport Kiosk,Aisle,41,0
P7704,F544,369.44,Business,Economy,2,Airport Kiosk,Middle,27,0
P7705,F1775,289.4,Business,Economy,1,Mobile App,Aisle,114,0
P7706,F1055,261.19,Business,Economy,0,Airport Kiosk,Middle,106,0
P7707,F1503,349.55,Family,Economy,3,Desk,Aisle,90,0
P7708,F1538,256.24,Emergency,Premium Economy,1,Mobile App,Aisle,92,0
P7709,F503,371.74,Business,Economy,1,Online,Window,114,0
P7710,F749,496.29,Family,Economy,2,Airport Kiosk,Middle,62,0
P7711,F1503,272.24,Leisure,Business,1,Mobile App,Window,73,1
P7712,F369,200.25,Emergency,Economy,1,Online,Window,13,0
P7713,F1085,366.42,Business,Premium Economy,1,Airport Kiosk,Middle,2,0
P7714,F1439,208.01,Emergency,Economy,0,Airport Kiosk,Window,98,0
P7715,F1665,407.21,Emergency,Business,2,Desk,Window,67,0
P7716,F907,340.22,Leisure,Economy,1,Mobile App,Window,95,0
P7717,F939,392.07,Emergency,Economy,0,Online,Window,54,0
P7718,F786,494.62,Family,Premium Economy,1,Mobile App,Middle,46,0
P7719,F1662,420.67,Leisure,Economy,1,Mobile App,Middle,8,0
P7720,F1590,553.25,Emergency,Economy,1,Online,Window,6,0
P7721,F1044,419.79,Family,Economy,1,Airport Kiosk,Aisle,74,0
P7722,F1777,367.77,Business,Economy,0,Desk,Aisle,64,0
P7723,F203,196.88,Leisure,Economy,2,Mobile App,Middle,87,0
P7724,F1489,396.56,Business,Business,1,Mobile App,Aisle,56,0
P7725,F888,213.34,Leisure,Economy,0,Airport Kiosk,Window,29,0
P7726,F861,106.39,Business,Business,0,Airport Kiosk,Aisle,97,0
P7727,F332,359.69,Emergency,Business,0,Mobile App,Window,30,0
P7728,F1652,243.47,Emergency,Economy,0,Online,Window,41,0
P7729,F184,537.67,Family,Economy,0,Desk,Middle,21,0
P7730,F162,303.52,Leisure,Business,1,Mobile App,Middle,98,0
P7731,F1497,324.07,Emergency,Business,2,Mobile App,Middle,87,0
P7732,F883,417.73,Business,Premium Economy,2,Desk,Window,117,0
P7733,F607,274.23,Leisure,Economy,3,Desk,Aisle,7,0
P7734,F1441,315.01,Family,First,1,Mobile App,Window,81,0
P7735,F557,427.54,Leisure,Economy,2,Online,Middle,70,1
P7736,F711,440.22,Emergency,First,1,Desk,Window,87,0
P7737,F1361,223.73,Business,Premium Economy,2,Desk,Window,109,0
P7738,F921,299.73,Leisure,Economy,2,Online,Aisle,118,0
P7739,F136,531.2,Family,Premium Economy,3,Online,Middle,57,0
P7740,F838,376.48,Business,Premium Economy,2,Mobile App,Middle,35,0
P7741,F1069,341.44,Emergency,Economy,1,Airport Kiosk,Window,28,0
P7742,F264,136.41,Family,Economy,1,Airport Kiosk,Aisle,17,0
P7743,F262,397.29,Family,Economy,0,Online,Window,2,0
P7744,F676,343.28,Leisure,First,1,Online,Window,72,0
P7745,F1506,362.04,Family,Premium Economy,2,Airport Kiosk,Window,60,1
P7746,F368,366.81,Leisure,Business,2,Airport Kiosk,Aisle,55,0
P7747,F1416,296.17,Emergency,First,1,Desk,Aisle,108,0
P7748,F1673,291.92,Family,Business,1,Mobile App,Aisle,102,0
P7749,F1373,433.42,Emergency,Economy,1,Desk,Aisle,46,0
P7750,F1617,118.66,Family,Economy,0,Mobile App,Aisle,30,0
P7751,F1161,317.29,Family,Economy,4,Airport Kiosk,Window,0,0
P7752,F183,521.42,Business,Economy,0,Airport Kiosk,Aisle,21,0
P7753,F886,355.58,Family,Premium Economy,0,Online,Aisle,61,0
P7754,F353,485.23,Leisure,Premium Economy,1,Mobile App,Aisle,32,0
P7755,F969,307.25,Emergency,Economy,0,Online,Window,85,0
P7756,F1548,521.39,Business,Economy,0,Airport Kiosk,Aisle,46,0
P7757,F1292,288.28,Emergency,Economy,1,Mobile App,Aisle,80,0
P7758,F1043,530.67,Business,Economy,2,Airport Kiosk,Aisle,23,1
P7759,F1560,328.1,Family,Business,1,Online,Window,28,0
P7760,F1027,347.06,Business,Premium Economy,2,Online,Middle,52,0
P7761,F1939,266.99,Emergency,Premium Economy,0,Desk,Middle,77,0
P7762,F302,426.92,Leisure,Economy,1,Desk,Aisle,117,0
P7763,F223,328.58,Business,Economy,3,Online,Window,18,0
P7764,F1635,360.16,Leisure,First,1,Desk,Aisle,33,0
P7765,F808,153.4,Emergency,Economy,0,Mobile App,Window,94,0
P7766,F1988,492.13,Leisure,Premium Economy,3,Mobile App,Aisle,83,0
P7767,F1933,269.96,Emergency,Economy,0,Airport Kiosk,Window,15,0
P7768,F239,205.6,Business,Economy,1,Mobile App,Middle,83,0
P7769,F217,365.88,Business,Premium Economy,2,Airport Kiosk,Middle,106,0
P7770,F1085,386.93,Leisure,Economy,2,Mobile App,Window,50,1
P7771,F69,439.84,Business,Economy,1,Online,Window,102,0
P7772,F998,271.76,Leisure,Premium Economy,2,Online,Aisle,60,0
P7773,F1737,430.57,Leisure,Premium Economy,0,Desk,Aisle,5,0
P7774,F573,249.91,Business,Business,1,Desk,Middle,42,0
P7775,F225,191.57,Emergency,Economy,0,Desk,Aisle,97,0
P7776,F1956,218.44,Family,Premium Economy,1,Airport Kiosk,Window,63,0
P7777,F1040,442.64,Emergency,Economy,1,Desk,Middle,49,0
P7778,F1892,335.04,Emergency,Premium Economy,0,Online,Window,94,0
P7779,F1759,311.47,Emergency,Economy,1,Airport Kiosk,Middle,118,0
P7780,F456,473.09,Leisure,Economy,0,Online,Window,44,0
P7781,F691,424.25,Family,Economy,2,Desk,Middle,65,0
P7782,F1138,288.26,Emergency,Economy,1,Online,Window,97,0
P7783,F1292,518.63,Leisure,Economy,2,Desk,Window,112,0
P7784,F1331,452.0,Emergency,Economy,0,Desk,Aisle,79,0
P7785,F1298,388.12,Leisure,Premium Economy,2,Airport Kiosk,Window,94,0
P7786,F1385,379.21,Family,Economy,0,Online,Window,50,0
P7787,F802,544.17,Business,Premium Economy,0,Airport Kiosk,Window,54,0
P7788,F1207,437.27,Family,Premium Economy,0,Online,Aisle,65,0
P7789,F376,180.4,Emergency,Business,3,Mobile App,Aisle,32,0
P7790,F1146,285.69,Leisure,Economy,1,Airport Kiosk,Window,6,0
P7791,F1505,385.79,Leisure,Economy,2,Airport Kiosk,Middle,40,0
P7792,F1818,182.63,Emergency,Premium Economy,2,Airport Kiosk,Window,99,0
P7793,F1890,463.34,Business,Economy,1,Airport Kiosk,Window,118,0
P7794,F1048,150.07,Emergency,Economy,1,Desk,Window,42,0
P7795,F209,321.39,Emergency,First,0,Online,Middle,113,0
P7796,F1375,441.95,Family,Economy,1,Mobile App,Window,88,0
P7797,F1096,328.56,Leisure,Premium Economy,2,Mobile App,Aisle,111,0
P7798,F1643,297.14,Emergency,First,0,Online,Aisle,92,0
P7799,F859,425.28,Business,Premium Economy,0,Online,Window,100,0
P7800,F1964,295.11,Family,Business,0,Airport Kiosk,Window,20,0
P7801,F1768,476.71,Leisure,Economy,2,Mobile App,Middle,81,0
P7802,F1243,354.86,Leisure,Premium Economy,0,Online,Aisle,68,0
P7803,F1247,341.62,Family,Premium Economy,0,Mobile App,Aisle,87,0
P7804,F1147,339.28,Leisure,Business,0,Mobile App,Middle,76,0
P7805,F1563,414.11,Emergency,Economy,2,Mobile App,Window,79,1
P7806,F1121,478.46,Emergency,Economy,0,Mobile App,Window,45,0
P7807,F364,343.05,Family,Premium Economy,1,Online,Window,52,0
P7808,F508,342.05,Emergency,Economy,1,Airport Kiosk,Aisle,18,1
P7809,F552,415.83,Business,Economy,1,Airport Kiosk,Aisle,43,0
P7810,F713,435.86,Family,Economy,1,Desk,Window,47,0
P7811,F872,540.72,Family,Economy,1,Airport Kiosk,Window,51,0
P7812,F530,182.64,Leisure,Economy,1,Airport Kiosk,Aisle,2,0
P7813,F1167,294.04,Emergency,Economy,0,Mobile App,Aisle,93,0
P7814,F724,369.03,Family,Economy,0,Online,Middle,96,0
P7815,F426,263.28,Business,Economy,1,Desk,Window,18,0
P7816,F84,490.66,Leisure,Premium Economy,1,Mobile App,Window,6,0
P7817,F1597,553.9,Family,First,0,Airport Kiosk,Window,20,0
P7818,F502,246.19,Business,Business,1,Online,Middle,63,0
P7819,F362,451.28,Leisure,Economy,0,Desk,Window,25,0
P7820,F34,300.4,Family,Economy,0,Airport Kiosk,Middle,89,0
P7821,F1797,346.59,Family,Premium Economy,0,Online,Aisle,38,0
P7822,F1853,308.6,Business,Premium Economy,0,Online,Window,54,0
P7823,F1470,512.94,Family,Business,0,Online,Window,97,0
P7824,F1302,359.77,Family,Economy,2,Desk,Window,13,0
P7825,F1926,434.87,Leisure,Economy,0,Airport Kiosk,Aisle,88,0
P7826,F884,305.25,Leisure,Economy,1,Mobile App,Window,0,0
P7827,F239,506.81,Business,Economy,0,Airport Kiosk,Middle,74,0
P7828,F207,153.63,Family,Business,0,Airport Kiosk,Window,46,0
P7829,F1689,462.31,Emergency,Premium Economy,0,Desk,Middle,94,0
P7830,F502,337.68,Business,First,1,Desk,Window,60,0
P7831,F350,311.76,Family,Economy,2,Airport Kiosk,Window,62,0
P7832,F1816,394.89,Business,Business,1,Online,Middle,74,0
P7833,F746,285.32,Family,Economy,3,Mobile App,Window,18,0
P7834,F1224,445.01,Business,Economy,0,Airport Kiosk,Window,39,0
P7835,F1959,285.96,Emergency,Economy,1,Airport Kiosk,Aisle,19,0
P7836,F670,402.54,Family,Business,2,Mobile App,Aisle,23,0
P7837,F947,166.52,Family,First,2,Airport Kiosk,Aisle,13,0
P7838,F190,522.64,Leisure,First,0,Online,Window,81,0
P7839,F1132,442.57,Business,Premium Economy,1,Airport Kiosk,Aisle,78,0
P7840,F226,246.85,Emergency,Economy,1,Desk,Aisle,78,0
P7841,F1576,482.36,Family,Economy,1,Mobile App,Middle,39,0
P7842,F645,493.89,Emergency,Premium Economy,2,Desk,Window,1,0
P7843,F903,266.76,Family,Economy,1,Desk,Aisle,69,0
P7844,F980,213.32,Emergency,Economy,1,Mobile App,Aisle,15,1
P7845,F1425,485.62,Leisure,Economy,0,Mobile App,Aisle,71,0
P7846,F163,439.9,Leisure,Business,0,Mobile App,Middle,44,0
P7847,F425,197.06,Family,Economy,2,Mobile App,Aisle,86,0
P7848,F10,615.77,Business,Premium Economy,2,Mobile App,Window,86,0
P7849,F1156,71.1,Family,Premium Economy,1,Online,Middle,102,0
P7850,F1362,496.81,Business,Economy,0,Mobile App,Middle,76,0
P7851,F487,300.58,Business,Economy,2,Online,Aisle,109,0
P7852,F1423,213.05,Emergency,Economy,2,Mobile App,Middle,75,0
P7853,F597,286.28,Business,Business,1,Airport Kiosk,Aisle,94,0
P7854,F225,297.6,Family,Business,4,Mobile App,Window,112,0
P7855,F717,434.32,Emergency,Premium Economy,1,Online,Aisle,97,0
P7856,F1103,299.58,Leisure,Economy,0,Online,Aisle,39,0
P7857,F1018,482.29,Leisure,Premium Economy,0,Airport Kiosk,Middle,37,0
P7858,F1220,354.35,Leisure,Business,1,Airport Kiosk,Aisle,1,0
P7859,F1465,221.89,Business,Business,1,Online,Window,47,0
P7860,F1922,369.8,Family,Economy,0,Mobile App,Middle,59,0
P7861,F1410,417.69,Emergency,Economy,0,Online,Middle,116,0
P7862,F1706,165.31,Family,Economy,0,Online,Middle,9,0
P7863,F208,493.21,Emergency,Business,1,Mobile App,Aisle,40,0
P7864,F1463,295.68,Leisure,Business,1,Online,Middle,98,0
P7865,F1530,332.01,Business,Premium Economy,2,Online,Window,60,0
P7866,F929,264.03,Family,Business,3,Airport Kiosk,Window,22,0
P7867,F1528,396.68,Leisure,Premium Economy,0,Airport Kiosk,Middle,53,0
P7868,F1992,322.91,Business,Economy,0,Online,Window,107,0
P7869,F486,301.81,Emergency,Economy,1,Airport Kiosk,Aisle,4,0
P7870,F716,394.49,Family,Economy,0,Airport Kiosk,Aisle,0,0
P7871,F1937,398.32,Family,Economy,1,Desk,Aisle,47,0
P7872,F719,409.49,Emergency,Premium Economy,1,Desk,Window,20,0
P7873,F1534,408.85,Leisure,Economy,1,Online,Middle,2,0
P7874,F1608,374.03,Family,Economy,0,Mobile App,Window,72,0
P7875,F461,399.82,Leisure,Premium Economy,0,Mobile App,Middle,94,0
P7876,F294,225.93,Emergency,Premium Economy,0,Desk,Middle,103,0
P7877,F1222,299.61,Emergency,Premium Economy,1,Desk,Aisle,96,0
P7878,F756,241.75,Emergency,Economy,2,Airport Kiosk,Window,6,0
P7879,F401,385.83,Family,Economy,2,Desk,Aisle,38,0
P7880,F1638,244.91,Emergency,Premium Economy,1,Mobile App,Middle,62,0
P7881,F496,382.12,Leisure,Economy,0,Mobile App,Window,9,0
P7882,F1839,426.35,Business,Economy,0,Airport Kiosk,Window,106,0
P7883,F134,168.22,Family,Economy,1,Online,Aisle,104,0
P7884,F1576,400.96,Leisure,Economy,0,Mobile App,Middle,96,0
P7885,F625,409.82,Leisure,Economy,1,Online,Aisle,38,0
P7886,F1302,306.51,Emergency,Economy,1,Mobile App,Middle,34,0
P7887,F309,479.65,Emergency,Economy,0,Online,Aisle,28,0
P7888,F706,293.86,Leisure,Economy,0,Desk,Middle,35,0
P7889,F1406,197.26,Business,Economy,2,Online,Window,101,0
P7890,F188,453.5,Business,Economy,1,Online,Window,106,0
P7891,F1180,361.5,Family,Economy,0,Mobile App,Aisle,79,0
P7892,F871,327.26,Business,Business,0,Mobile App,Window,114,0
P7893,F1826,353.52,Family,Premium Economy,1,Mobile App,Middle,34,1
P7894,F1818,249.83,Business,Economy,2,Mobile App,Middle,72,0
P7895,F559,501.97,Business,Economy,2,Mobile App,Middle,8,0
P7896,F1945,444.39,Leisure,Premium Economy,1,Airport Kiosk,Aisle,55,0
P7897,F496,523.39,Family,Business,0,Mobile App,Aisle,15,0
P7898,F1291,386.64,Leisure,Business,1,Desk,Window,46,0
P7899,F1642,500.08,Business,Business,1,Online,Aisle,58,0
P7900,F965,199.98,Leisure,Economy,1,Online,Window,49,0
P7901,F1519,352.39,Leisure,Premium Economy,0,Airport Kiosk,Window,5,0
P7902,F1174,413.34,Emergency,Economy,1,Desk,Aisle,69,0
P7903,F1506,320.68,Business,Economy,1,Mobile App,Middle,38,0
P7904,F1435,424.9,Family,Economy,1,Airport Kiosk,Window,13,0
P7905,F1718,486.02,Leisure,Economy,1,Online,Middle,109,0
P7906,F1924,378.43,Business,Economy,0,Online,Middle,88,0
P7907,F1837,282.31,Leisure,Premium Economy,0,Online,Aisle,35,0
P7908,F667,293.39,Leisure,Economy,2,Mobile App,Aisle,66,1
P7909,F959,498.55,Family,Business,1,Desk,Window,69,0
P7910,F61,457.52,Leisure,Business,0,Online,Window,36,0
P7911,F1368,321.02,Leisure,Economy,1,Airport Kiosk,Window,104,1
P7912,F1739,295.29,Leisure,Economy,1,Online,Middle,18,0
P7913,F1649,435.08,Business,Business,1,Online,Window,29,0
P7914,F401,368.99,Emergency,Economy,0,Airport Kiosk,Window,114,1
P7915,F1963,356.38,Leisure,Economy,2,Airport Kiosk,Window,99,0
P7916,F1545,349.76,Business,Premium Economy,0,Online,Aisle,81,0
P7917,F623,409.86,Family,Economy,2,Online,Middle,49,0
P7918,F1638,621.73,Leisure,Economy,0,Mobile App,Aisle,12,0
P7919,F721,520.73,Family,Economy,0,Desk,Aisle,70,0
P7920,F1724,358.77,Family,Economy,0,Online,Middle,72,0
P7921,F902,359.46,Family,Business,0,Online,Window,97,0
P7922,F1730,434.8,Emergency,Economy,1,Airport Kiosk,Window,54,0
P7923,F458,371.13,Emergency,Economy,0,Airport Kiosk,Window,69,0
P7924,F1849,364.42,Family,Business,0,Airport Kiosk,Aisle,104,0
P7925,F1795,348.87,Business,Premium Economy,0,Desk,Window,117,0
P7926,F241,538.69,Emergency,Economy,2,Airport Kiosk,Aisle,35,0
P7927,F1507,205.44,Leisure,Economy,1,Desk,Window,1,0
P7928,F1240,250.82,Family,Economy,3,Online,Aisle,57,0
P7929,F136,238.96,Leisure,Premium Economy,1,Airport Kiosk,Window,53,0
P7930,F1940,383.58,Emergency,First,1,Airport Kiosk,Middle,20,0
P7931,F680,232.28,Leisure,Economy,2,Desk,Middle,0,0
P7932,F711,345.15,Leisure,Premium Economy,1,Online,Window,55,0
P7933,F1738,372.79,Business,Premium Economy,0,Airport Kiosk,Middle,20,0
P7934,F940,303.89,Emergency,First,1,Online,Window,45,0
P7935,F379,362.36,Family,Business,0,Airport Kiosk,Aisle,106,0
P7936,F518,242.11,Leisure,Premium Economy,1,Online,Window,104,0
P7937,F1131,559.5,Family,Business,2,Online,Aisle,8,0
P7938,F414,368.96,Family,Economy,0,Desk,Window,18,0
P7939,F1305,228.45,Emergency,Business,2,Desk,Middle,67,0
P7940,F1810,405.38,Leisure,Economy,1,Online,Aisle,108,0
P7941,F1266,402.44,Emergency,Economy,2,Online,Aisle,23,0
P7942,F1411,339.37,Leisure,Economy,0,Mobile App,Window,115,0
P7943,F812,267.18,Business,Economy,0,Mobile App,Aisle,116,0
P7944,F1276,347.07,Business,Economy,1,Airport Kiosk,Window,18,0
P7945,F511,486.58,Business,Economy,1,Airport Kiosk,Middle,84,0
P7946,F994,258.9,Leisure,Economy,0,Online,Window,21,0
P7947,F1177,302.68,Business,Economy,0,Mobile App,Aisle,105,0
P7948,F1178,361.4,Emergency,Economy,0,Mobile App,Middle,57,0
P7949,F600,332.1,Business,Economy,0,Desk,Aisle,43,0
P7950,F23,206.74,Emergency,Economy,3,Online,Window,77,0
P7951,F1184,465.66,Business,Business,1,Mobile App,Middle,111,0
P7952,F815,687.95,Family,Economy,1,Airport Kiosk,Aisle,50,0
P7953,F1809,259.64,Business,Business,1,Airport Kiosk,Aisle,55,0
P7954,F1156,288.53,Business,Economy,0,Online,Window,70,0
P7955,F691,501.88,Leisure,Economy,1,Airport Kiosk,Window,8,0
P7956,F263,417.57,Leisure,Economy,0,Mobile App,Middle,67,0
P7957,F1533,307.47,Family,Economy,2,Desk,Aisle,95,0
P7958,F1906,239.43,Business,Economy,1,Online,Window,110,0
P7959,F1924,334.13,Business,Economy,0,Mobile App,Aisle,80,0
P7960,F1159,176.46,Family,Economy,1,Airport Kiosk,Aisle,53,0
P7961,F554,229.17,Leisure,First,1,Online,Middle,71,0
P7962,F1321,355.9,Business,Economy,2,Desk,Aisle,109,0
P7963,F1673,276.15,Emergency,Economy,1,Desk,Window,8,0
P7964,F294,390.61,Leisure,Economy,0,Desk,Window,53,0
P7965,F1541,371.98,Leisure,Premium Economy,0,Mobile App,Middle,63,0
P7966,F1817,251.79,Family,Economy,0,Mobile App,Middle,37,0
P7967,F1974,333.88,Emergency,Premium Economy,0,Mobile App,Aisle,119,1
P7968,F1797,281.05,Leisure,First,0,Desk,Aisle,30,1
P7969,F206,275.73,Business,Economy,2,Mobile App,Window,6,1
P7970,F1775,118.62,Business,First,0,Airport Kiosk,Aisle,95,0
P7971,F1863,243.32,Emergency,Economy,1,Desk,Aisle,84,0
P7972,F267,474.91,Family,Economy,1,Desk,Window,115,0
P7973,F1242,165.01,Emergency,Premium Economy,1,Desk,Middle,69,0
P7974,F993,318.81,Leisure,Premium Economy,0,Online,Window,103,0
P7975,F1555,365.55,Business,Economy,0,Online,Window,49,0
P7976,F316,414.07,Emergency,Premium Economy,2,Online,Aisle,112,0
P7977,F387,419.82,Family,Business,1,Airport Kiosk,Window,9,0
P7978,F659,441.71,Leisure,Premium Economy,2,Mobile App,Middle,101,0
P7979,F12,429.2,Business,Business,0,Online,Window,109,0
P7980,F939,162.19,Business,Economy,3,Desk,Middle,23,0
P7981,F1579,403.74,Family,Premium Economy,2,Airport Kiosk,Middle,112,0
P7982,F1982,252.38,Family,Premium Economy,1,Online,Aisle,86,0
P7983,F291,370.34,Emergency,Business,0,Online,Window,62,0
P7984,F1165,507.22,Leisure,Economy,0,Airport Kiosk,Middle,79,0
P7985,F1909,308.24,Emergency,Business,1,Airport Kiosk,Middle,14,0
P7986,F529,221.04,Family,Economy,1,Online,Aisle,41,0
P7987,F1825,436.77,Emergency,Economy,0,Online,Window,114,0
P7988,F789,520.86,Family,Premium Economy,1,Mobile App,Aisle,119,0
P7989,F1847,318.76,Family,Economy,1,Airport Kiosk,Middle,35,0
P7990,F1241,403.43,Business,Economy,1,Airport Kiosk,Middle,25,0
P7991,F218,399.86,Family,Economy,0,Mobile App,Middle,7,0
P7992,F503,494.13,Leisure,Economy,2,Online,Middle,73,0
P7993,F473,288.17,Business,Economy,1,Airport Kiosk,Middle,18,0
P7994,F1382,384.31,Business,Premium Economy,0,Airport Kiosk,Aisle,13,0
P7995,F840,405.69,Business,Economy,1,Desk,Aisle,73,0
P7996,F1091,327.54,Emergency,Economy,0,Online,Aisle,84,0
P7997,F1625,376.13,Business,Business,0,Desk,Middle,73,0
P7998,F1994,373.96,Business,Business,3,Mobile App,Window,40,0
P7999,F540,282.63,Emergency,Business,1,Desk,Middle,1,0
P8000,F1865,341.39,Leisure,Premium Economy,0,Airport Kiosk,Window,32,0
P8001,F1430,404.87,Business,Business,2,Mobile App,Aisle,100,0
P8002,F1686,435.17,Leisure,Economy,2,Airport Kiosk,Window,9,0
P8003,F1211,233.75,Emergency,Economy,0,Mobile App,Middle,116,0
P8004,F1100,468.41,Emergency,Economy,2,Mobile App,Window,70,0
P8005,F1863,359.17,Family,Business,1,Mobile App,Window,78,0
P8006,F1899,341.32,Leisure,Premium Economy,1,Mobile App,Middle,17,0
P8007,F488,300.59,Emergency,Economy,2,Mobile App,Window,104,0
P8008,F497,303.52,Business,Premium Economy,1,Online,Window,52,0
P8009,F777,320.03,Leisure,Economy,2,Desk,Aisle,67,0
P8010,F540,384.44,Family,Economy,1,Mobile App,Aisle,98,1
P8011,F1473,384.08,Business,Economy,2,Desk,Middle,2,0
P8012,F583,362.28,Family,Economy,1,Desk,Middle,81,0
P8013,F566,370.9,Family,Economy,0,Mobile App,Middle,102,0
P8014,F1880,364.49,Family,Economy,0,Airport Kiosk,Aisle,12,1
P8015,F231,371.69,Emergency,Economy,0,Mobile App,Middle,63,0
P8016,F1412,258.89,Family,Business,0,Mobile App,Middle,81,0
P8017,F791,375.93,Emergency,Economy,0,Desk,Aisle,35,0
P8018,F121,317.35,Leisure,Economy,1,Desk,Aisle,51,0
P8019,F1945,182.62,Emergency,Economy,1,Mobile App,Window,90,0
P8020,F1943,511.34,Family,Economy,1,Online,Middle,90,0
P8021,F1932,402.11,Family,Premium Economy,3,Online,Window,40,0
P8022,F856,386.93,Leisure,Premium Economy,0,Online,Window,86,0
P8023,F1882,525.14,Business,Economy,1,Mobile App,Middle,115,0
P8024,F1605,351.18,Business,Economy,3,Online,Aisle,80,0
P8025,F875,335.81,Leisure,Economy,0,Desk,Middle,105,0
P8026,F1366,440.16,Family,Economy,1,Mobile App,Middle,114,0
P8027,F1651,297.65,Emergency,Premium Economy,3,Mobile App,Middle,56,0
P8028,F921,415.3,Leisure,Economy,1,Airport Kiosk,Window,107,0
P8029,F1674,478.73,Family,Economy,1,Mobile App,Aisle,72,0
P8030,F1740,263.05,Emergency,First,2,Mobile App,Middle,119,0
P8031,F282,481.16,Emergency,Business,0,Desk,Middle,64,0
P8032,F469,238.9,Business,Economy,0,Online,Aisle,105,0
P8033,F88,213.17,Family,Premium Economy,3,Desk,Aisle,57,0
P8034,F1653,453.41,Family,Premium Economy,0,Desk,Window,5,0
P8035,F446,460.84,Emergency,Economy,3,Desk,Middle,100,0
P8036,F690,449.57,Leisure,Premium Economy,2,Desk,Window,62,0
P8037,F436,397.84,Leisure,Economy,1,Airport Kiosk,Middle,43,0
P8038,F144,219.52,Business,Economy,1,Desk,Middle,20,1
P8039,F964,284.74,Business,Economy,1,Airport Kiosk,Aisle,53,0
P8040,F1365,279.44,Family,Premium Economy,1,Desk,Middle,94,0
P8041,F620,399.23,Emergency,Economy,2,Mobile App,Middle,54,0
P8042,F1289,354.51,Leisure,Premium Economy,3,Mobile App,Middle,119,0
P8043,F996,271.64,Business,Business,0,Online,Aisle,20,0
P8044,F1810,342.39,Family,Economy,2,Desk,Aisle,12,0
